"sampno","R0","sigma","rho","theta","N","psi","t0","lnlike"
1,2.24579995879054,0.227385499838475,0.000738029014821556,0.14005310663598,66800000,16.861034875003,35.1026599699398,11.1317050793571
11,2.23756838065804,0.25383867698565,0.00132173422087443,0.139915407857728,66800000,16.8160983966296,20.9574634543134,10.2808107337852
21,2.26093937861047,0.307470146146881,0.000478132787878404,0.148347246516154,66800000,16.5846789994444,14.1100687664155,9.10998339821089
31,2.23880506841066,0.239016665093855,0.00121950154864706,0.144560154837142,66800000,15.5276133557885,8.92927910933167,10.1215413998455
41,2.2465462024508,0.216917185556912,0.00117814809593805,0.134980054488645,66800000,15.8778096363902,12.7108580471396,10.3935947790767
51,2.23697903899938,0.251536455399064,0.00086266254688706,0.129174681671358,66800000,16.6917453186843,18.0950136217492,9.67365479734662
61,2.27244958458853,0.248613541872538,0.000934759976691074,0.139666651147779,66800000,15.1083780371982,29.5014062239459,10.1493569710163
71,2.23413070873855,0.364647930438134,0.00162399069576921,0.143780989925119,66800000,19.7310589302304,44.5815375309954,7.05399817757939
81,2.21445482570062,0.37119680308748,0.00119252118041411,0.140745953885294,66800000,18.0822253143796,36.3885114463012,8.00670180621834
91,2.22717674322329,0.21861041545731,0.00061204545068793,0.138934718401142,66800000,17.6531726188478,36.8409054164581,10.5502983271511
101,2.23931766943573,0.246393623188218,0.00220063655590181,0.139315920690713,66800000,15.674944731051,21.2774305933372,7.79754126500658
111,2.25280393190331,0.200537013763728,0.00275124260903888,0.140982548337098,66800000,15.5838317991014,38.7559456652806,5.9654847575393
121,2.26366400247764,0.228620588481443,0.0025795379825574,0.145569818475324,66800000,16.95930021407,37.8138998606451,6.47740404993801
131,2.230240201195,0.482322249551098,0.00234886117621835,0.148007074214522,66800000,20.0520939921724,28.949008683171,2.65471466964124
141,2.2363377476559,0.370399778196426,0.000363479221612377,0.146237346557421,66800000,19.3760302422655,23.7322374263836,7.32079942065075
151,2.26375196698518,0.385058822854702,0.000491982733867746,0.146032418357608,66800000,19.0355124754696,21.9878560660533,7.91032612628443
161,2.26994376273039,0.197328046053316,0.00104188900875447,0.145223894994437,66800000,18.3216842069956,23.4810703683157,10.0372483023188
171,2.22687423163408,0.234579994661001,0.00109334824191148,0.15403793933849,66800000,16.7032852467065,26.7792450120827,8.47115259680924
181,2.21440349697863,0.196391146801362,0.000796961600705745,0.152532951704594,66800000,16.2681573197827,10.7907362828098,8.30750772859716
