"sampno","R0","sigma","rho","theta","N","psi","t0","lnlike"
1,2.25,0.307692307692308,0.001,0.14,66800000,15.5,0,0.0985909971081322
11,2.29674797616899,0.177825785653952,0.00158588872663677,0.14,66800000,14.3009823346511,0.684775195084512,-0.338224058303505
21,2.26182331186719,0.177825785653952,0.00258958522137255,0.14,66800000,15.4838798877317,4.2827037954703,0.254201962919643
31,2.4327299089171,0.177825785653952,0.00461938830232248,0.14,66800000,16.2375502563082,6.27657407324295,0.573269025046936
41,2.58435737555847,0.177825785653952,0.00814536442421377,0.14,66800000,16.9312794030411,6.14259763865266,0.640163108134485
51,2.36735330193769,0.18294182820962,0.0128038630043156,0.14,66800000,17.2127759644063,5.1570728123188,0.77845243838929
61,2.65582519727759,0.220898276714321,0.0112835963130929,0.14,66800000,16.8974144606618,3.06658342620358,1.23584883267472
71,2.65582519727759,0.273299743475106,0.0168821965777315,0.14,66800000,15.7001124707749,1.5179581475677,0.672662489688512
81,2.31151336287148,0.433463063843262,0.015779859778937,0.14,66800000,14.1431816488039,1.84176817664411,-2.20976071337134
91,2.31151336287148,0.433463063843262,0.0133763332073577,0.14,66800000,13.4779260535724,0.19579779112246,-2.74020993741794
101,2.99060966139659,0.47452522889496,0.00600034137861803,0.14,66800000,12.598836665391,0.282299650018104,-4.47892484613745
111,3.17139421775937,0.47452522889496,0.0104860203377903,0.14,66800000,12.598836665391,0.402349072624928,-4.89906955770753
121,3.17139421775937,0.47452522889496,0.0104419759139419,0.14,66800000,13.2399311604677,2.40632094978355,-4.24505443022194
131,3.0741277245339,0.47452522889496,0.0110558731076308,0.14,66800000,13.2399311604677,3.53636575955897,-4.00275932709745
141,2.87141015015077,0.52713679550932,0.0145258093103766,0.14,66800000,15.2225854423596,2.52103488659486,-2.77239865510749
151,2.87141015015077,0.287040500024047,0.0194016247093678,0.14,66800000,15.1371851133881,5.29541273054201,0.0601382702114304
161,2.55151880036574,0.37765495880292,0.0241750923022628,0.14,66800000,13.9532910346752,3.10357636597473,-1.59462256080669
171,2.57648941883817,0.300665017038297,0.0207108886274509,0.14,66800000,14.5222501929384,2.72909388702828,-0.182200036781993
181,2.40007915750612,0.300665017038297,0.0229486145675182,0.14,66800000,16.2271731586661,0.261340148979798,0.502280723540514
191,2.66579737735447,0.300665017038297,0.0162107278257608,0.14,66800000,16.2368110696552,0.886252906406298,0.469122030305315
201,2.75294697799254,0.300665017038297,0.0167135763135739,0.14,66800000,15.3041711060796,1.40282193676103,0.10946293687262
211,2.45571336967405,0.300665017038297,0.0159698445433751,0.14,66800000,15.4442680203356,1.65480251424015,0.290446378585579
221,2.40248820993584,0.260961259536159,0.0203133326340467,0.14,66800000,15.2427194088232,0.145291089196689,0.657948435774574
