"sampno","R0","sigma","rho","theta","N","psi","t0","lnlike"
1,2.25282695244154,0.22029153480205,0.000822303525028349,0.138902104435995,66800000,16.3066388108262,43.4800013084896,-2323.79780726386
11,2.25282695244154,0.304049368146912,0.00359121245038283,0.141103787323966,66800000,15.5000010942302,43.4244464943186,-983.210452593816
21,2.25282695244154,0.46052442667085,0.00571314880330634,0.141103787323966,66800000,15.3255249420607,42.396240042639,-343.448307010929
31,2.25282695244154,0.46052442667085,0.00422228066422564,0.141103787323966,66800000,15.8447918045993,42.396240042639,-88.9368491904255
41,2.25282695244154,0.46052442667085,0.00422228066422564,0.141103787323966,66800000,15.8447918045993,42.396240042639,-88.9368491904255
51,2.25282695244154,0.46052442667085,0.00422228066422564,0.141103787323966,66800000,16.4690305188258,42.396240042639,-88.8052770173277
61,2.25282695244154,0.46052442667085,0.00374024460264069,0.141103787323966,66800000,16.5231240966085,41.6446356003871,-88.415937046367
71,2.25282695244154,0.46052442667085,0.00374024460264069,0.141103787323966,66800000,17.1414128365421,41.1148790807929,-88.3900104167549
81,2.25282695244154,0.46052442667085,0.00374024460264069,0.141103787323966,66800000,16.9718648650876,41.1148790807929,-88.3876096661896
91,2.25282695244154,0.46052442667085,0.00374024460264069,0.141103787323966,66800000,17.6810539060232,41.1148790807929,-88.4454900208262
101,2.25282695244154,0.46052442667085,0.00374024460264069,0.141103787323966,66800000,17.6810539060232,41.1148790807929,-88.4454900208262
111,2.25282695244154,0.46052442667085,0.00374024460264069,0.141103787323966,66800000,17.7369602641982,41.1148790807929,-88.4553995218384
121,2.25282695244154,0.46052442667085,0.00374024460264069,0.141103787323966,66800000,17.8076004190796,41.1148790807929,-88.4690380225747
131,2.25282695244154,0.46052442667085,0.00374024460264069,0.141103787323966,66800000,17.8076004190796,41.1148790807929,-88.4690380225747
141,2.25282695244154,0.46052442667085,0.00374024460264069,0.141103787323966,66800000,17.1458626888187,41.5728450544411,-88.3901702084612
